Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-01-02,39.858455657958984,40.42104281785247,39.67092877243913,39.77321646014696,27913900
2015-01-05,39.4919319152832,39.83289202216725,39.423737942905845,39.5260256498043,39673900
2015-01-06,38.91230010986328,39.84994456363458,38.818535014152566,39.53455553851774,36447900
2015-01-07,39.40667724609375,39.602729978462385,38.77589945528449,39.19357602591046,29114100
2015-01-08,40.565948486328125,40.70233313745503,39.82435714905475,39.84992825499524,29645200
2015-01-09,40.22498321533203,40.761999174816154,39.977788283082496,40.582994938876915,23944200
2015-01-12,39.72206497192383,40.52332761728726,39.51748962750465,40.421036693411196,23651900
2015-01-13,39.517494201660156,40.838721230493306,39.261773365703235,40.037461744050454,35270600
2015-01-14,39.17653274536133,39.41520835482416,38.886714917323395,39.17653274536133,29719600
2015-01-15,38.76737594604492,39.53454168608323,38.707707860893805,39.39815702692828,32750800
2015-01-16,39.41520690917969,39.44930063642363,38.50313060748315,38.622470033671014,35695300
2015-01-20,39.54306411743164,39.76469121980071,38.84409233611397,39.46634754379108,36161900
2015-01-21,39.14242935180664,39.329959460301005,38.76737238648438,39.15947783909399,39081100
2015-01-22,40.17385482788086,40.18237744847696,39.27883008858388,39.5345509781448,35898000
2015-01-23,40.21644592285156,40.39545009347291,39.89253129149016,40.36987899814564,26211600
2015-01-26,40.07155990600586,40.17385085304349,39.41521088001737,40.06303728625299,42525500
2015-01-27,36.363590240478516,36.82388963316384,35.89476823015076,36.610788423772455,169164000
2015-01-28,35.110565185546875,36.47441530770139,35.08499407287132,36.43179570268631,84507100
2015-01-29,35.809539794921875,35.90330488397761,34.7696076976698,34.88894390131613,63585300
2015-01-30,34.437164306640625,35.443002496156396,34.394541454061915,35.417428134275745,78004900
2015-02-02,35.187278747558594,35.26399533065164,34.292254112584445,34.59912044495665,50352500
2015-02-03,35.460044860839844,35.74134005705573,34.99122278548022,35.485619220647465,52082400
2015-02-04,35.66462326049805,35.9800121817297,35.25546927444073,35.749862454884926,41614800
2015-02-05,36.1845817565918,36.34653748611427,35.68166283140872,35.988529057170055,36548200
2015-02-06,36.150489807128906,36.47440456282387,35.928865975337494,36.38063950841219,34616600
2015-02-09,36.107879638671875,36.43179447890723,35.98001757625422,36.005591939738146,31381100
2015-02-10,36.31244659423828,36.45735711473245,35.95443810537016,36.43178600886089,29670700
2015-02-11,36.12491989135742,36.355069600218116,35.98000937022295,36.355069600218116,38262500
2015-02-12,36.73013687133789,36.73013687133789,36.23574033931593,36.36360240840229,33268800
2015-02-13,37.394989013671875,37.394989013671875,36.781259910799875,36.977312579240355,40264900
2015-02-17,37.41217803955078,37.77273438678963,37.07737150664744,37.74698129764625,33695700
2015-02-18,37.369239807128906,37.51518157309671,37.249054396806486,37.45508886793551,27111700
2015-02-19,37.34349822998047,37.36925131875229,36.95718552436393,37.06878770038823,27603400
2015-02-20,37.65254211425781,37.669711928844485,37.16321386036313,37.35207527120197,29721100
2015-02-23,37.90150451660156,37.93584087550007,37.47226891969694,37.515191824425855,32518800
2015-02-24,37.850006103515625,38.030284320832806,37.704064255109806,37.90151556909568,25271700
2015-02-25,37.764156341552734,37.85000216711619,37.60104468825051,37.72981670140402,29759800
2015-02-26,37.8242301940918,37.97016867966478,37.67828843371212,37.76413749123155,28957300
2015-02-27,37.64395523071289,37.94442207106412,37.48084690581862,37.88432935795532,33807700
2015-03-02,37.66971206665039,37.93583600669916,37.38641503714484,37.48943065023445,31924000
2015-03-03,37.15464401245117,37.62680593874953,36.99153561279004,37.39501824987818,31748600
2015-03-04,36.965782165527344,37.09455091935993,36.811257041081255,36.92285597277442,25748700
2015-03-05,37.008697509765625,37.1202996934285,36.75974005190538,36.97435787251427,23193500
2015-03-06,36.36484909057617,37.00870264168465,36.184570882219845,36.914270263552716,36248800
2015-03-09,36.78548049926758,37.02585460260241,36.21888977858971,36.21888977858971,32108000
2015-03-10,36.08154296875,36.665303638332716,36.08154296875,36.35625348681155,39159700
2015-03-11,36.03861999511719,36.37342323368623,35.918434553047035,36.321917058403415,32215300
2015-03-12,35.214481353759766,35.755319009011274,35.0771261226427,35.48060854677715,59992500
2015-03-13,35.523536682128906,35.60079921570377,34.86251351150119,34.93977604507605,58007700
2015-03-16,35.67804718017578,35.7467231404166,35.43767313231748,35.600784678151,35273500
2015-03-17,35.79825973510742,35.90986193935406,35.32610109764517,35.514962587744876,31673400
2015-03-18,36.48501968383789,36.768316702702194,35.48061012562556,35.566455920841136,44194800
2015-03-19,36.304744720458984,36.56228540341075,36.24465200359715,36.27898835979859,33879100
2015-03-20,36.811248779296875,36.89709459591834,36.47644550974197,36.5365382363386,71904500
2015-03-23,36.7940788269043,37.02586646070703,36.725399554011055,36.81124864512761,26246100
2015-03-24,36.82841110229492,37.060195414961925,36.6996391287623,36.725392213545895,25513300
2015-03-25,35.59220886230469,36.85416235073839,35.57503904836871,36.84557580636682,43469900
2015-03-26,35.37759780883789,35.72098760305891,35.12864037176804,35.386184354837695,37495600
2015-03-27,35.17155838012695,35.566454259362594,35.051372962516716,35.30032706693491,34401400
2015-03-30,35.16299819946289,35.66091333122354,35.120075271678914,35.28318370718181,35049700
2015-03-31,34.905433654785156,35.22306703446327,34.80241804309633,35.00844926647399,34887200
2015-04-01,34.95695114135742,34.99128750328273,34.604978051860996,34.853932231157486,36865300
2015-04-02,34.58780288696289,34.974115553476985,34.44186109080979,34.9054362906267,37487500
2015-04-06,35.669464111328125,35.866912019103374,34.49335993249015,34.63071514115148,39223700
2015-04-07,35.65230178833008,35.97852170546347,35.463440383511525,35.720981044487495,28809400
2015-04-08,35.55786895751953,35.789656531639444,35.23165231969785,35.59220858512407,24753400
2015-04-09,35.6093864440918,35.729571893053816,35.41193845296735,35.41193845296735,25723900
2015-04-10,35.8154182434082,36.01286621943795,35.549291001903256,35.73815570715242,28022000
2015-04-13,35.84975051879883,36.1072944601943,35.532117139166935,35.540703683777316,30276700
2015-04-14,35.75532531738281,36.0815420020864,35.53212098068288,35.88409402719498,24244400
2015-04-15,36.27899169921875,36.45068659525997,35.781080102987744,35.84975609651958,27343600
2015-04-16,36.193153381347656,36.34767849229393,35.90127298009451,36.01287517684648,22509700
2015-04-17,35.72956085205078,35.83257972630479,35.33466499183099,35.77248374558652,42387600
2015-04-20,36.83700942993164,37.06021056384315,35.781089949687136,35.82401286680758,46057700
2015-04-21,36.60520935058594,37.043031471439306,36.510777000017264,36.91425948888066,26013800
2015-04-22,36.905677795410156,37.025863237703525,36.52794837699363,36.63096400255827,25064300
2015-04-23,37.20614242553711,37.43793004554512,36.742567185521075,36.819829725523746,46309500
2015-04-24,41.09501647949219,41.32680410240517,39.189212593554046,39.197795864858456,130933700
2015-04-27,41.23237228393555,41.31822137214293,40.537012680899025,40.54559595231583,59248200
2015-04-28,42.20244598388672,42.245368890880876,40.94907876073314,41.01775475696221,60730800
2015-04-29,42.116600036621094,42.331217845720616,41.635854965307324,41.82471968525343,47804600
2015-04-30,41.75602722167969,42.52865240025135,41.72168759711943,41.80753665852008,64725500
2015-05-01,41.7732048034668,41.96206949886883,41.55000375192504,41.70452881637989,38937300
2015-05-04,41.412654876708984,41.953489410732615,41.361145422360465,41.524253782252174,34039500
2015-05-05,40.86322784423828,41.343972895570964,40.61427368488404,41.05209255633465,50369200
2015-05-06,39.730045318603516,41.009168822745934,39.50684425184169,40.83747393110963,52433000
2015-05-07,40.09061813354492,40.42542148145234,39.62704275576138,39.72147514102937,32971700
2015-05-08,40.99199295043945,41.18944090046994,40.79454500040897,40.82029808416727,35364900
2015-05-11,40.6657829284668,41.129358197775645,40.6657829284668,40.82030801823641,24609400
2015-05-12,40.648597717285156,40.9318946995193,39.850219480743,40.21936224709289,29928300
2015-05-13,40.88896179199219,41.4813054168366,40.83745236925556,41.36970330497689,34184600
2015-05-14,41.824710845947266,41.910556641521126,41.2323637221432,41.2323637221432,32980900
2015-05-15,41.46415328979492,41.98782118242458,41.24953551575374,41.95348155262423,28642700
2015-05-18,41.21520233154297,41.39548377878511,40.87181580425973,41.189449242568884,24136500
2015-05-19,41.11151123046875,41.310242386411666,40.76588982251323,41.09422983046197,28574800
2015-05-20,41.11151123046875,41.41392749036231,40.84365447449872,40.947339578449366,25047900
2015-05-21,40.973262786865234,41.128792101299354,40.619002303118684,40.85229627476986,22410700
2015-05-22,40.52395248413086,40.91277240641824,40.45482689149064,40.86957055906294,25720600
2015-05-26,40.256103515625,40.50667889310643,39.91048207798921,40.46347703742454,29581900
2015-05-27,41.1374397277832,41.27568765878489,40.28202838864793,40.454839126422705,27335600
2015-05-28,40.99919509887695,41.49170359874301,40.94735088454176,41.04239696277748,19283700
